


Full Screen Flash Stimulus
Time and Date
21-Aug-2020 14:51:44

Locations: 0 - whole screen; 1 - top left; 2 - top right; 
3 - bottom left; 4 - bottom right; 5 - center

trial      start time                location   contrast   stimulus type
1          21-Aug-2020 14:51:44      0          0.5        fs wf     
2          21-Aug-2020 14:51:47      0          0.25       fs wf     
3          21-Aug-2020 14:51:51      0          0.5        fs wf     
4          21-Aug-2020 14:51:56      0          0.25       fs wf     
5          21-Aug-2020 14:51:59      0          1          fs wf     
6          21-Aug-2020 14:52:04      0          0.75       fs wf     
7          21-Aug-2020 14:52:08      0          0.5        fs wf     
8          21-Aug-2020 14:52:12      0          1          fs wf     
9          21-Aug-2020 14:52:17      0          0.25       fs wf     
10         21-Aug-2020 14:52:21      0          1          fs wf     
11         21-Aug-2020 14:52:24      0          0.75       fs wf     
12         21-Aug-2020 14:52:28      0          0.75       fs wf     
13         21-Aug-2020 14:52:32      0          0.5        fs wf     
14         21-Aug-2020 14:52:36      0          0.25       fs wf     
15         21-Aug-2020 14:52:40      0          0.75       fs wf     
16         21-Aug-2020 14:52:43      0          1          fs wf     
17         21-Aug-2020 14:52:46      0          1          fs wf     
18         21-Aug-2020 14:52:51      0          1          fs wf     
19         21-Aug-2020 14:52:55      0          1          fs wf     
20         21-Aug-2020 14:53:00      0          0.25       fs wf     
21         21-Aug-2020 14:53:04      0          1          fs wf     
22         21-Aug-2020 14:53:08      0          0.75       fs wf     
23         21-Aug-2020 14:53:13      0          0.25       fs wf     
24         21-Aug-2020 14:53:16      0          0.25       fs wf     
25         21-Aug-2020 14:53:20      0          0.75       fs wf     
26         21-Aug-2020 14:53:25      0          1          fs wf     
27         21-Aug-2020 14:53:29      0          0.25       fs wf     
28         21-Aug-2020 14:53:33      0          0.25       fs wf     
29         21-Aug-2020 14:53:38      0          0.75       fs wf     
30         21-Aug-2020 14:53:42      0          0.25       fs wf     
31         21-Aug-2020 14:53:46      0          1          fs wf     
32         21-Aug-2020 14:53:51      0          0.5        fs wf     
33         21-Aug-2020 14:53:55      0          1          fs wf     
34         21-Aug-2020 14:54:00      0          0.25       fs wf     
35         21-Aug-2020 14:54:04      0          0.5        fs wf     
36         21-Aug-2020 14:54:08      0          0.5        fs wf     
37         21-Aug-2020 14:54:12      0          0.25       fs wf     
38         21-Aug-2020 14:54:17      0          1          fs wf     
39         21-Aug-2020 14:54:22      0          0.5        fs wf     
40         21-Aug-2020 14:54:27      0          1          fs wf     
41         21-Aug-2020 14:54:31      0          0.75       fs wf     
42         21-Aug-2020 14:54:34      0          0.25       fs wf     
43         21-Aug-2020 14:54:38      0          0.75       fs wf     
