


Multiple Location Flash Stimulus
Time and Date
17-Feb-2020 14:19:59

Locations: 0 - whole screen; 1 - top left; 2 - top right; 
3 - bottom left; 4 - bottom right; 5 - center

trial      start time                location        contrast   stimulus type
32         17-Feb-2020 14:22:07      1152, 921.6     1          q wf      
33         17-Feb-2020 14:22:12      128, 102.4      1          q wf      
34         17-Feb-2020 14:22:16      0               1          q wf      
35         17-Feb-2020 14:22:20      0               1          q wf      
36         17-Feb-2020 14:22:24      0               1          q wf      
37         17-Feb-2020 14:22:29      0               1          q wf      
38         17-Feb-2020 14:22:34      0               1          q wf      
39         17-Feb-2020 14:22:38      0               1          q wf      
40         17-Feb-2020 14:22:42      1152, 921.6     1          q wf      
41         17-Feb-2020 14:22:45      0               1          q wf      
42         17-Feb-2020 14:22:49      128, 102.4      1          q wf      
43         17-Feb-2020 14:22:53      0               1          q wf      
44         17-Feb-2020 14:22:56      0               1          q wf      
45         17-Feb-2020 14:23:00      1152, 921.6     1          q wf      
46         17-Feb-2020 14:23:05      128, 102.4      1          q wf      
47         17-Feb-2020 14:23:09      1152, 921.6     1          q wf      
48         17-Feb-2020 14:23:13      128, 102.4      1          q wf      
49         17-Feb-2020 14:23:17      1152, 921.6     1          q wf      
50         17-Feb-2020 14:23:21      0               1          q wf      
51         17-Feb-2020 14:23:25      128, 102.4      1          q wf      
52         17-Feb-2020 14:23:30      0               1          q wf      
53         17-Feb-2020 14:23:33      1152, 921.6     1          q wf      
54         17-Feb-2020 14:23:37      0               1          q wf      
55         17-Feb-2020 14:23:41      1152, 921.6     1          q wf      
56         17-Feb-2020 14:23:45      0               1          q wf      
57         17-Feb-2020 14:23:49      1152, 921.6     1          q wf      
58         17-Feb-2020 14:23:53      0               1          q wf      
59         17-Feb-2020 14:23:56      128, 102.4      1          q wf      
60         17-Feb-2020 14:24:00      1152, 921.6     1          q wf      
61         17-Feb-2020 14:24:04      128, 102.4      1          q wf      
62         17-Feb-2020 14:24:08      0               1          q wf      
63         17-Feb-2020 14:24:12      0               1          q wf      
64         17-Feb-2020 14:24:16      0               1          q wf      
65         17-Feb-2020 14:24:21      128, 102.4      1          q wf      
66         17-Feb-2020 14:24:26      128, 102.4      1          q wf      
67         17-Feb-2020 14:24:31      1152, 921.6     1          q wf      
68         17-Feb-2020 14:24:35      0               1          q wf      
69         17-Feb-2020 14:24:39      0               1          q wf      
70         17-Feb-2020 14:24:42      0               1          q wf      
71         17-Feb-2020 14:24:47      128, 102.4      1          q wf      
72         17-Feb-2020 14:24:51      1152, 921.6     1          q wf      
73         17-Feb-2020 14:24:54      1152, 921.6     1          q wf      
74         17-Feb-2020 14:24:59      0               1          q wf      
75         17-Feb-2020 14:25:04      128, 102.4      1          q wf      
76         17-Feb-2020 14:25:07      1152, 921.6     1          q wf      
77         17-Feb-2020 14:25:11      1152, 921.6     1          q wf      
78         17-Feb-2020 14:25:15      1152, 921.6     1          q wf      
79         17-Feb-2020 14:25:18      0               1          q wf      
80         17-Feb-2020 14:25:23      1152, 921.6     1          q wf      
81         17-Feb-2020 14:25:27      128, 102.4      1          q wf      
82         17-Feb-2020 14:25:30      128, 102.4      1          q wf      
83         17-Feb-2020 14:25:34      1152, 921.6     1          q wf      
84         17-Feb-2020 14:25:38      0               1          q wf      
85         17-Feb-2020 14:25:43      0               1          q wf      
86         17-Feb-2020 14:25:47      128, 102.4      1          q wf      
87         17-Feb-2020 14:25:50      0               1          q wf      
88         17-Feb-2020 14:25:54      1152, 921.6     1          q wf      
89         17-Feb-2020 14:25:58      1152, 921.6     1          q wf      
90         17-Feb-2020 14:26:03      0               1          q wf      
91         17-Feb-2020 14:26:08      1152, 921.6     1          q wf      
92         17-Feb-2020 14:26:12      0               1          q wf      
Trial aborted
