


Full Screen Flash Stimulus
Time and Date
21-Aug-2020 15:32:00

Locations: 0 - whole screen; 1 - top left; 2 - top right; 
3 - bottom left; 4 - bottom right; 5 - center

trial      start time                location   contrast   stimulus type
1          21-Aug-2020 15:32:00      0          0.75       fs wf     
2          21-Aug-2020 15:32:04      0          0.75       fs wf     
3          21-Aug-2020 15:32:08      0          0.5        fs wf     
4          21-Aug-2020 15:32:14      0          0.25       fs wf     
5          21-Aug-2020 15:32:17      0          0.75       fs wf     
6          21-Aug-2020 15:32:21      0          0.75       fs wf     
7          21-Aug-2020 15:32:24      0          0.25       fs wf     
8          21-Aug-2020 15:32:29      0          0.5        fs wf     
9          21-Aug-2020 15:32:32      0          0.75       fs wf     
10         21-Aug-2020 15:32:37      0          0.5        fs wf     
11         21-Aug-2020 15:32:40      0          0.5        fs wf     
12         21-Aug-2020 15:32:45      0          0.5        fs wf     
13         21-Aug-2020 15:32:49      0          0.25       fs wf     
14         21-Aug-2020 15:32:54      0          0.25       fs wf     
15         21-Aug-2020 15:32:59      0          0.25       fs wf     
16         21-Aug-2020 15:33:04      0          0.25       fs wf     
17         21-Aug-2020 15:33:07      0          1          fs wf     
18         21-Aug-2020 15:33:12      0          1          fs wf     
19         21-Aug-2020 15:33:16      0          1          fs wf     
20         21-Aug-2020 15:33:20      0          0.75       fs wf     
21         21-Aug-2020 15:33:25      0          0.5        fs wf     
22         21-Aug-2020 15:33:29      0          0.25       fs wf     
23         21-Aug-2020 15:33:34      0          0.75       fs wf     
24         21-Aug-2020 15:33:38      0          0.5        fs wf     
25         21-Aug-2020 15:33:42      0          0.25       fs wf     
26         21-Aug-2020 15:33:47      0          0.5        fs wf     
27         21-Aug-2020 15:33:52      0          0.75       fs wf     
28         21-Aug-2020 15:33:57      0          0.5        fs wf     
29         21-Aug-2020 15:34:01      0          0.25       fs wf     
30         21-Aug-2020 15:34:05      0          0.25       fs wf     
31         21-Aug-2020 15:34:09      0          0.5        fs wf     
32         21-Aug-2020 15:34:14      0          0.5        fs wf     
33         21-Aug-2020 15:34:17      0          0.25       fs wf     
34         21-Aug-2020 15:34:21      0          0.75       fs wf     
35         21-Aug-2020 15:34:24      0          0.25       fs wf     
36         21-Aug-2020 15:34:28      0          0.5        fs wf     
37         21-Aug-2020 15:34:31      0          1          fs wf     
38         21-Aug-2020 15:34:36      0          0.75       fs wf     
39         21-Aug-2020 15:34:40      0          1          fs wf     
40         21-Aug-2020 15:34:45      0          0.5        fs wf     
41         21-Aug-2020 15:34:49      0          1          fs wf     
42         21-Aug-2020 15:34:53      0          0.5        fs wf     
43         21-Aug-2020 15:34:57      0          0.75       fs wf     
44         21-Aug-2020 15:35:00      0          0.5        fs wf     
45         21-Aug-2020 15:35:04      0          0.75       fs wf     
46         21-Aug-2020 15:35:07      0          0.5        fs wf     
47         21-Aug-2020 15:35:11      0          0.25       fs wf     
48         21-Aug-2020 15:35:15      0          0.75       fs wf     
49         21-Aug-2020 15:35:20      0          0.25       fs wf     
50         21-Aug-2020 15:35:24      0          0.75       fs wf     
51         21-Aug-2020 15:35:28      0          0.25       fs wf     
52         21-Aug-2020 15:35:32      0          0.5        fs wf     
53         21-Aug-2020 15:35:36      0          0.5        fs wf     
54         21-Aug-2020 15:35:40      0          0.5        fs wf     
55         21-Aug-2020 15:35:43      0          0.25       fs wf     
56         21-Aug-2020 15:35:47      0          1          fs wf     
57         21-Aug-2020 15:35:51      0          1          fs wf     
58         21-Aug-2020 15:35:56      0          0.5        fs wf     
59         21-Aug-2020 15:35:59      0          0.5        fs wf     
60         21-Aug-2020 15:36:04      0          1          fs wf     
61         21-Aug-2020 15:36:08      0          1          fs wf     
62         21-Aug-2020 15:36:12      0          1          fs wf     
63         21-Aug-2020 15:36:17      0          0.25       fs wf     
64         21-Aug-2020 15:36:21      0          1          fs wf     
65         21-Aug-2020 15:36:26      0          0.25       fs wf     
66         21-Aug-2020 15:36:30      0          1          fs wf     
67         21-Aug-2020 15:36:33      0          0.75       fs wf     
68         21-Aug-2020 15:36:38      0          0.5        fs wf     
69         21-Aug-2020 15:36:42      0          0.25       fs wf     
70         21-Aug-2020 15:36:45      0          0.5        fs wf     
71         21-Aug-2020 15:36:50      0          0.25       fs wf     
72         21-Aug-2020 15:36:53      0          0.5        fs wf     
73         21-Aug-2020 15:36:57      0          1          fs wf     
74         21-Aug-2020 15:37:00      0          0.25       fs wf     
75         21-Aug-2020 15:37:05      0          1          fs wf     
76         21-Aug-2020 15:37:08      0          0.25       fs wf     
77         21-Aug-2020 15:37:12      0          0.75       fs wf     
78         21-Aug-2020 15:37:17      0          0.25       fs wf     
79         21-Aug-2020 15:37:20      0          0.75       fs wf     
80         21-Aug-2020 15:37:25      0          0.5        fs wf     
81         21-Aug-2020 15:37:29      0          0.25       fs wf     
82         21-Aug-2020 15:37:32      0          0.25       fs wf     
83         21-Aug-2020 15:37:37      0          0.25       fs wf     
84         21-Aug-2020 15:37:41      0          1          fs wf     
85         21-Aug-2020 15:37:44      0          0.75       fs wf     
86         21-Aug-2020 15:37:47      0          0.25       fs wf     
87         21-Aug-2020 15:37:51      0          0.25       fs wf     
88         21-Aug-2020 15:37:55      0          0.5        fs wf     
89         21-Aug-2020 15:37:59      0          0.25       fs wf     
90         21-Aug-2020 15:38:03      0          0.5        fs wf     
91         21-Aug-2020 15:38:07      0          0.75       fs wf     
92         21-Aug-2020 15:38:12      0          0.5        fs wf     
93         21-Aug-2020 15:38:17      0          0.75       fs wf     
94         21-Aug-2020 15:38:21      0          0.25       fs wf     
95         21-Aug-2020 15:38:25      0          0.5        fs wf     
96         21-Aug-2020 15:38:29      0          0.5        fs wf     
97         21-Aug-2020 15:38:33      0          1          fs wf     
98         21-Aug-2020 15:38:37      0          0.5        fs wf     
99         21-Aug-2020 15:38:41      0          1          fs wf     
100        21-Aug-2020 15:38:45      0          0.75       fs wf     
101        21-Aug-2020 15:38:49      0          1          fs wf     
102        21-Aug-2020 15:38:53      0          0.25       fs wf     
103        21-Aug-2020 15:38:57      0          0.75       fs wf     
104        21-Aug-2020 15:39:02      0          0.75       fs wf     
105        21-Aug-2020 15:39:05      0          1          fs wf     
106        21-Aug-2020 15:39:09      0          1          fs wf     
107        21-Aug-2020 15:39:14      0          1          fs wf     
108        21-Aug-2020 15:39:18      0          0.75       fs wf     
109        21-Aug-2020 15:39:22      0          0.75       fs wf     
110        21-Aug-2020 15:39:26      0          0.25       fs wf     
111        21-Aug-2020 15:39:29      0          0.75       fs wf     
112        21-Aug-2020 15:39:34      0          0.25       fs wf     
113        21-Aug-2020 15:39:39      0          0.75       fs wf     
114        21-Aug-2020 15:39:43      0          0.75       fs wf     
115        21-Aug-2020 15:39:48      0          0.25       fs wf     
116        21-Aug-2020 15:39:52      0          0.25       fs wf     
117        21-Aug-2020 15:39:57      0          1          fs wf     
118        21-Aug-2020 15:40:00      0          0.5        fs wf     
119        21-Aug-2020 15:40:05      0          0.5        fs wf     
120        21-Aug-2020 15:40:09      0          0.75       fs wf     
121        21-Aug-2020 15:40:13      0          0.75       fs wf     
122        21-Aug-2020 15:40:16      0          0.75       fs wf     
123        21-Aug-2020 15:40:21      0          0.5        fs wf     
124        21-Aug-2020 15:40:25      0          0.75       fs wf     
125        21-Aug-2020 15:40:29      0          0.75       fs wf     
126        21-Aug-2020 15:40:32      0          0.75       fs wf     
127        21-Aug-2020 15:40:36      0          0.25       fs wf     
128        21-Aug-2020 15:40:41      0          0.5        fs wf     
129        21-Aug-2020 15:40:46      0          0.75       fs wf     
130        21-Aug-2020 15:40:49      0          0.25       fs wf     
131        21-Aug-2020 15:40:53      0          0.75       fs wf     
132        21-Aug-2020 15:40:57      0          1          fs wf     
133        21-Aug-2020 15:41:02      0          0.75       fs wf     
134        21-Aug-2020 15:41:07      0          1          fs wf     
135        21-Aug-2020 15:41:10      0          0.75       fs wf     
136        21-Aug-2020 15:41:13      0          0.25       fs wf     
137        21-Aug-2020 15:41:17      0          1          fs wf     
138        21-Aug-2020 15:41:22      0          1          fs wf     
139        21-Aug-2020 15:41:26      0          0.75       fs wf     
140        21-Aug-2020 15:41:30      0          1          fs wf     
141        21-Aug-2020 15:41:35      0          1          fs wf     
142        21-Aug-2020 15:41:39      0          0.75       fs wf     
143        21-Aug-2020 15:41:43      0          0.75       fs wf     
144        21-Aug-2020 15:41:47      0          0.25       fs wf     
145        21-Aug-2020 15:41:51      0          1          fs wf     
146        21-Aug-2020 15:41:55      0          0.25       fs wf     
147        21-Aug-2020 15:42:00      0          1          fs wf     
148        21-Aug-2020 15:42:04      0          0.25       fs wf     
149        21-Aug-2020 15:42:07      0          0.25       fs wf     
150        21-Aug-2020 15:42:12      0          1          fs wf     
151        21-Aug-2020 15:42:17      0          0.75       fs wf     
152        21-Aug-2020 15:42:21      0          0.5        fs wf     
153        21-Aug-2020 15:42:24      0          0.5        fs wf     
154        21-Aug-2020 15:42:28      0          1          fs wf     
155        21-Aug-2020 15:42:32      0          0.75       fs wf     
156        21-Aug-2020 15:42:35      0          0.25       fs wf     
157        21-Aug-2020 15:42:38      0          0.25       fs wf     
158        21-Aug-2020 15:42:43      0          0.75       fs wf     
159        21-Aug-2020 15:42:47      0          0.5        fs wf     
160        21-Aug-2020 15:42:50      0          0.75       fs wf     
161        21-Aug-2020 15:42:55      0          1          fs wf     
162        21-Aug-2020 15:43:00      0          1          fs wf     
163        21-Aug-2020 15:43:05      0          0.5        fs wf     
164        21-Aug-2020 15:43:09      0          0.5        fs wf     
165        21-Aug-2020 15:43:13      0          1          fs wf     
166        21-Aug-2020 15:43:16      0          1          fs wf     
167        21-Aug-2020 15:43:20      0          0.25       fs wf     
168        21-Aug-2020 15:43:25      0          1          fs wf     
169        21-Aug-2020 15:43:28      0          0.25       fs wf     
170        21-Aug-2020 15:43:33      0          0.5        fs wf     
171        21-Aug-2020 15:43:37      0          0.75       fs wf     
172        21-Aug-2020 15:43:42      0          0.5        fs wf     
173        21-Aug-2020 15:43:45      0          1          fs wf     
174        21-Aug-2020 15:43:49      0          0.75       fs wf     
175        21-Aug-2020 15:43:54      0          0.25       fs wf     
176        21-Aug-2020 15:43:58      0          1          fs wf     
177        21-Aug-2020 15:44:03      0          0.75       fs wf     
178        21-Aug-2020 15:44:06      0          0.25       fs wf     
179        21-Aug-2020 15:44:11      0          0.25       fs wf     
180        21-Aug-2020 15:44:16      0          1          fs wf     
181        21-Aug-2020 15:44:19      0          0.25       fs wf     
182        21-Aug-2020 15:44:23      0          0.25       fs wf     
183        21-Aug-2020 15:44:27      0          1          fs wf     
184        21-Aug-2020 15:44:31      0          0.5        fs wf     
185        21-Aug-2020 15:44:35      0          0.75       fs wf     
186        21-Aug-2020 15:44:39      0          1          fs wf     
187        21-Aug-2020 15:44:44      0          0.75       fs wf     
188        21-Aug-2020 15:44:47      0          0.5        fs wf     
189        21-Aug-2020 15:44:53      0          0.25       fs wf     
190        21-Aug-2020 15:44:56      0          0.25       fs wf     
191        21-Aug-2020 15:45:00      0          0.75       fs wf     
192        21-Aug-2020 15:45:04      0          0.5        fs wf     
193        21-Aug-2020 15:45:08      0          1          fs wf     
194        21-Aug-2020 15:45:12      0          1          fs wf     
195        21-Aug-2020 15:45:17      0          0.5        fs wf     
196        21-Aug-2020 15:45:22      0          0.5        fs wf     
197        21-Aug-2020 15:45:25      0          0.25       fs wf     
198        21-Aug-2020 15:45:29      0          0.5        fs wf     
199        21-Aug-2020 15:45:34      0          0.75       fs wf     
200        21-Aug-2020 15:45:39      0          0.25       fs wf     
201        21-Aug-2020 15:45:43      0          0.5        fs wf     
202        21-Aug-2020 15:45:47      0          0.5        fs wf     
203        21-Aug-2020 15:45:52      0          0.5        fs wf     
204        21-Aug-2020 15:45:57      0          1          fs wf     
205        21-Aug-2020 15:46:01      0          0.75       fs wf     
206        21-Aug-2020 15:46:04      0          0.75       fs wf     
207        21-Aug-2020 15:46:09      0          0.5        fs wf     
208        21-Aug-2020 15:46:13      0          0.25       fs wf     
209        21-Aug-2020 15:46:17      0          0.25       fs wf     
210        21-Aug-2020 15:46:21      0          0.5        fs wf     
211        21-Aug-2020 15:46:25      0          0.5        fs wf     
212        21-Aug-2020 15:46:29      0          0.25       fs wf     
213        21-Aug-2020 15:46:33      0          0.5        fs wf     
214        21-Aug-2020 15:46:38      0          0.75       fs wf     
215        21-Aug-2020 15:46:41      0          0.75       fs wf     
216        21-Aug-2020 15:46:46      0          0.5        fs wf     
217        21-Aug-2020 15:46:50      0          0.5        fs wf     
218        21-Aug-2020 15:46:53      0          0.25       fs wf     
219        21-Aug-2020 15:46:58      0          0.25       fs wf     
220        21-Aug-2020 15:47:03      0          0.75       fs wf     
221        21-Aug-2020 15:47:07      0          0.5        fs wf     
222        21-Aug-2020 15:47:10      0          0.5        fs wf     
223        21-Aug-2020 15:47:13      0          1          fs wf     
224        21-Aug-2020 15:47:17      0          0.75       fs wf     
225        21-Aug-2020 15:47:21      0          1          fs wf     
226        21-Aug-2020 15:47:26      0          1          fs wf     
227        21-Aug-2020 15:47:30      0          0.5        fs wf     
