


Full Screen Flash Stimulus
Time and Date
21-Aug-2020 15:06:25

Locations: 0 - whole screen; 1 - top left; 2 - top right; 
3 - bottom left; 4 - bottom right; 5 - center

trial      start time                location   contrast   stimulus type
118        21-Aug-2020 15:14:26      0          0.5        fs wf     
119        21-Aug-2020 15:14:30      0          1          fs wf     
120        21-Aug-2020 15:14:34      0          0.25       fs wf     
121        21-Aug-2020 15:14:37      0          1          fs wf     
122        21-Aug-2020 15:14:41      0          0.5        fs wf     
123        21-Aug-2020 15:14:45      0          1          fs wf     
124        21-Aug-2020 15:14:49      0          0.25       fs wf     
125        21-Aug-2020 15:14:53      0          0.25       fs wf     
126        21-Aug-2020 15:14:58      0          0.75       fs wf     
127        21-Aug-2020 15:15:02      0          0.75       fs wf     
128        21-Aug-2020 15:15:06      0          0.25       fs wf     
129        21-Aug-2020 15:15:10      0          0.75       fs wf     
130        21-Aug-2020 15:15:13      0          1          fs wf     
131        21-Aug-2020 15:15:18      0          1          fs wf     
132        21-Aug-2020 15:15:21      0          0.25       fs wf     
133        21-Aug-2020 15:15:26      0          1          fs wf     
134        21-Aug-2020 15:15:30      0          0.75       fs wf     
135        21-Aug-2020 15:15:33      0          0.5        fs wf     
136        21-Aug-2020 15:15:37      0          0.75       fs wf     
137        21-Aug-2020 15:15:42      0          0.25       fs wf     
138        21-Aug-2020 15:15:47      0          1          fs wf     
139        21-Aug-2020 15:15:52      0          0.25       fs wf     
140        21-Aug-2020 15:15:56      0          0.5        fs wf     
141        21-Aug-2020 15:16:01      0          0.75       fs wf     
142        21-Aug-2020 15:16:06      0          0.25       fs wf     
143        21-Aug-2020 15:16:10      0          1          fs wf     
144        21-Aug-2020 15:16:14      0          1          fs wf     
145        21-Aug-2020 15:16:19      0          1          fs wf     
146        21-Aug-2020 15:16:22      0          0.5        fs wf     
147        21-Aug-2020 15:16:27      0          1          fs wf     
148        21-Aug-2020 15:16:30      0          0.5        fs wf     
149        21-Aug-2020 15:16:34      0          0.5        fs wf     
150        21-Aug-2020 15:16:38      0          1          fs wf     
151        21-Aug-2020 15:16:41      0          1          fs wf     
152        21-Aug-2020 15:16:46      0          0.5        fs wf     
153        21-Aug-2020 15:16:50      0          0.75       fs wf     
154        21-Aug-2020 15:16:54      0          0.75       fs wf     
155        21-Aug-2020 15:16:58      0          0.75       fs wf     
156        21-Aug-2020 15:17:01      0          0.25       fs wf     
157        21-Aug-2020 15:17:06      0          0.75       fs wf     
158        21-Aug-2020 15:17:10      0          0.75       fs wf     
159        21-Aug-2020 15:17:13      0          0.75       fs wf     
160        21-Aug-2020 15:17:17      0          1          fs wf     
161        21-Aug-2020 15:17:20      0          0.75       fs wf     
162        21-Aug-2020 15:17:24      0          0.75       fs wf     
163        21-Aug-2020 15:17:29      0          0.75       fs wf     
164        21-Aug-2020 15:17:33      0          1          fs wf     
165        21-Aug-2020 15:17:36      0          0.25       fs wf     
166        21-Aug-2020 15:17:40      0          0.75       fs wf     
167        21-Aug-2020 15:17:44      0          0.25       fs wf     
168        21-Aug-2020 15:17:47      0          0.5        fs wf     
169        21-Aug-2020 15:17:51      0          0.25       fs wf     
170        21-Aug-2020 15:17:54      0          1          fs wf     
171        21-Aug-2020 15:17:58      0          0.5        fs wf     
172        21-Aug-2020 15:18:01      0          0.5        fs wf     
173        21-Aug-2020 15:18:06      0          1          fs wf     
174        21-Aug-2020 15:18:10      0          1          fs wf     
175        21-Aug-2020 15:18:14      0          0.25       fs wf     
176        21-Aug-2020 15:18:18      0          1          fs wf     
177        21-Aug-2020 15:18:21      0          0.75       fs wf     
178        21-Aug-2020 15:18:25      0          0.75       fs wf     
179        21-Aug-2020 15:18:29      0          0.5        fs wf     
180        21-Aug-2020 15:18:34      0          0.5        fs wf     
181        21-Aug-2020 15:18:38      0          0.25       fs wf     
182        21-Aug-2020 15:18:42      0          0.75       fs wf     
183        21-Aug-2020 15:18:46      0          0.75       fs wf     
184        21-Aug-2020 15:18:50      0          0.75       fs wf     
185        21-Aug-2020 15:18:53      0          0.25       fs wf     
186        21-Aug-2020 15:18:58      0          0.75       fs wf     
187        21-Aug-2020 15:19:03      0          1          fs wf     
188        21-Aug-2020 15:19:07      0          0.25       fs wf     
189        21-Aug-2020 15:19:10      0          0.75       fs wf     
190        21-Aug-2020 15:19:15      0          1          fs wf     
191        21-Aug-2020 15:19:20      0          0.5        fs wf     
192        21-Aug-2020 15:19:23      0          1          fs wf     
193        21-Aug-2020 15:19:27      0          0.25       fs wf     
194        21-Aug-2020 15:19:32      0          0.25       fs wf     
195        21-Aug-2020 15:19:36      0          0.5        fs wf     
196        21-Aug-2020 15:19:40      0          0.25       fs wf     
197        21-Aug-2020 15:19:44      0          1          fs wf     
198        21-Aug-2020 15:19:48      0          0.25       fs wf     
199        21-Aug-2020 15:19:51      0          1          fs wf     
200        21-Aug-2020 15:19:55      0          0.5        fs wf     
